organization	recall_number	recall_date	recall_url	manufacturers	product_types	descriptions	upcs	hazards	countries
CPSC	98171	1998-09-28	http://www.cpsc.gov/en/Recalls/1998/CPSC-Graco-Announce-Recall-to-Repair-Stationary-Entertainers/	Sears,null,null	Baby Walkers/Stationary Entertainers	Graco Entertainer stationary toys		Choking	
CPSC	98172	1998-09-28	http://www.cpsc.gov/en/Recalls/1998/CPSC-TV-Guard-Inc-Announce-Recall-to-Repair-TV-Guards/	TV Guard	Televisions, Mounts, Guards & Antennas	TV Guard television child-proofing kits		Laceration	
CPSC	98169	1998-09-16	http://www.cpsc.gov/en/Recalls/1998/CPSC-Limited-Too-Inc-Announce-Recall-of-Childrens-Satin-Sleepwear/	Limited Too	Clothing (Children)	Limited Too children's satin pajama sets		Fire & Fire-Related Burn	
CPSC	98168	1998-09-14	http://www.cpsc.gov/en/Recalls/1998/CPSC-First-Choice-Products-Inc-Announce-Recall-of-Power-Strip-Surge-Protectors/	First Choice Products	Surge Protectors	First Choice power strip surge protectors		Electrocution/Electric Shock	
CPSC	98167	1998-09-10	http://www.cpsc.gov/en/Recalls/1998/Go-Karts-and-Flash-Units-Recalls-/	Nikon,null	Lights & Accessories,null	Black Max go-karts,null,null		Entrapment,null	
CPSC	98165	1998-09-08	http://www.cpsc.gov/en/Recalls/1998/CPSC-Evenflo-Co-Inc-Announce-Recall-to-Repair-Child-Carriers/	Evenflo	Infant Carriers/Slings/Backpacks/Car Seats	Evenflo Hike 'N Roll child carriers		Strangulation	
CPSC	98164	1998-09-03	http://www.cpsc.gov/en/Recalls/1998/CPSC-PJ-Toys-Announce-Recall-of-Childrens-Furniture-Sold-at-Target/	Target,null	Furniture (Children)	Clown Stepping Stools childrens' furniture,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null		Poisoning	
CPSC	98163	1998-09-03	http://www.cpsc.gov/en/Recalls/1998/CPSC-Century-Announced-Recall-to-Repair-Fold-N-Go-Care-Centers/	Century Products	Playpens/Play yards	Century Fold 'N Go Care Centers		Entrapment	
CPSC	98161	1998-09-02	http://www.cpsc.gov/en/Recalls/1998/CPSC-Tara-Toy-Corp-Announce-Recall-of-Flying-Dolls/	Tara Toy	Toy Miscellaneous	Tara Flying Warrior dolls		Laceration	
CPSC	98162	1998-09-01	http://www.cpsc.gov/en/Recalls/1998/CPSC-MacKenzie-Childs-Ltd-Announce-Recall-of-Paper-Candle-Shades/	MacKenzie-Childs	Candles & Candle Holders	MacKenzie-Childs paper candle shades		Fire & Fire-Related Burn	
CPSC	98160	1998-08-31	http://www.cpsc.gov/en/Recalls/1998/CPSC-Okura-USA-Inc-Announce-Recall-of-Extension-Cords-and-Power-Strip-Surge-Protectors/	Nippon,null	Surge Protectors,null	Okura Nippon extension cords,null		Electrocution/Electric Shock	
CPSC	98158	1998-08-27	http://www.cpsc.gov/en/Recalls/1998/CPSC-AIWA-America-Announce-Recall-to-Repair-Mini-Audio-Systems/	AIWA America	Stereos	AIWA mini home audio systems		Fire & Fire-Related Burn	
CPSC	98156	1998-08-21	http://www.cpsc.gov/en/Recalls/1998/In-Wake-of-Another-Death-CPSC-Again-Urges-Search-for-Previously-Recalled-Portable-Cribs-and-Play-Yards/	Kolcraft,null,null,null,null,null,null	Playpens/Play yards	Baby Trend Home and Roam Portable cribs/play pens,null,null,null,null,null,null,null		Collapse	
CPSC	98153	1998-08-19	http://www.cpsc.gov/en/Recalls/1998/CPSC-Lexington-Furniture-Announce-Recall-of-Wooden-Bunk-Beds/	Lexington,null,null,null,null	Bunk Beds	American Mix wooden bunk beds,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null		Entrapment	
CPSC	98152	1998-08-19	http://www.cpsc.gov/en/Recalls/1998/CPSC-Boscovs-Department-Stores-Announce-Recall-of-Christmas-Windmills/	Boscov's	Holiday Items (except lights)	Christmas windmills with candles		Fire & Fire-Related Burn	
CPSC	98151	1998-08-18	http://www.cpsc.gov/en/Recalls/1998/CPSC-Pyramid-Accessories-Inc-Announces-Recall-of-Mulan-Backpacks-and-Rolling-Luggage/	Pyramid Accessories	Backpacks/Bags	Mulan rolling luggage,null		Poisoning	
CPSC	98150	1998-08-18	http://www.cpsc.gov/en/Recalls/1998/CPSC-Brass-Eagle-Inc-Announce-Recall-of-Paintball-Masks/	Brass Eagle	Paintball Equipment & Accessories	Brass Eagle's Z Leader Xtreme Vision 280 paintball masks		Laceration	
CPSC	98148	1998-08-13	http://www.cpsc.gov/en/Recalls/1998/CPSC-Kmart-Corp-Announce-Recall-of-Inflatable-Kiddie-Boats/	Kmart,null	Swimming Pool Items	Kmart Splash Club Deluxe Inflatable Kiddie Boats	16438100205,null	Fall	
CPSC	98147	1998-07-28	http://www.cpsc.gov/en/Recalls/1998/CPSC-Almar-Sales-Co-Announce-Recall-of-Childrens-Jewelry-Sets/	Almar Sales,null	Costume/Children's Jewelry	Expressions children's jewelry sets		Choking	
CPSC	98146	1998-07-22	http://www.cpsc.gov/en/Recalls/1998/CPSC-Crate--Barrel-Announce-Recall-to-Repair-Toy-Chests/	Crate & Barrel	Toy Chests/Trunks	Crate & Barrel toy chests		Entrapment	
CPSC	98144	1998-07-20	http://www.cpsc.gov/en/Recalls/1998/CPSC-AMF-Bowling-Products-Announce-Recall-to-Repair-or-Replace-Bowling-Ball-Returns/	AMF,null	Bowling	Sure-Pik bowling ball returns		Entrapment	
CPSC	98143	1998-07-16	http://www.cpsc.gov/en/Recalls/1998/CPSC-TS-Toys-Announce-Recall-of-Activity-Block-Sets/	Meijer,null,null,null,null	Toy Blocks/Sorting	Quality FunKids Activity Block Sets		Choking	
CPSC	98139	1998-07-09	http://www.cpsc.gov/en/Recalls/1998/CPSC-Honeywell-Announce-Revised-Rating-and-Recall-of-Electric-Baseboard-Heater-Thermostats/	King Chronolux,null	Electric Heaters	King Chronolux electric baseboard heater thermostats,null		Fire & Fire-Related Burn	
CPSC	98140	1998-07-09	http://www.cpsc.gov/en/Recalls/1998/CPSC-In-Mar-Trading-Inc-Announce-Recall-of-Jet-Fighter-Toy-and-Various-Squeak-Toys/	Marlboro,null	Toy Planes,null	Animal Toys With Sound squeaker toys,null		Choking	
CPSC	98138	1998-07-07	http://www.cpsc.gov/en/Recalls/1998/CPSC-Bemis-Manufacturing-Announce-Recall-of-Lawn-Chairs/	Costco,null,null,null	Patio Furniture	Grand Sequoia plastic lawn chairs		Collapse	
CPSC	98135	1998-06-29	http://www.cpsc.gov/en/Recalls/1998/CPSC-Laiko-International-Announce-Recall-of-Knock-A-Block-Wooden-Toy/	Laiko International,null	Toy Miscellaneous	Knock-A-Block wooden toys		Choking	
CPSC	98134	1998-06-28	http://www.cpsc.gov/en/Recalls/1998/CPSC-Michael-Friedman-Corp-Announce-Recall-of-Rattles/	Michael Friedman,null	Rattles	Hobby Horse baby rattles		Choking	
CPSC	98133	1998-06-25	http://www.cpsc.gov/en/Recalls/1998/CPSC-EKCO-Housewares-Inc-Announce-Recall-of-Skillets/	Wal-Mart,null,null	Cookers & Cookware	Ekco Endura 12-inch non-stick stainless steel skillets,null		Burn - Not Fire-Related	
CPSC	98132	1998-06-24	http://www.cpsc.gov/en/Recalls/1998/CPSC-Davidson-Ladder-Inc-Announce-Recall-of-Attic-Stairways/	Builders Square,null,null,null,null	Ladders & Accessories	Davidson Manufacturing attic stairways		Fall	
CPSC	98131	1998-06-24	http://www.cpsc.gov/en/Recalls/1998/CPSC-STK-International-Announce-Recall-of-Baby-Rattles/	STK International	Rattles	Turning Ball with Whistle baby rattles		Choking	
CPSC	98129	1998-06-23	http://www.cpsc.gov/en/Recalls/1998/CPSC-Payless-ShoeSource-Announce-Recall-of-Childrens-Sneakers/	Payless ShoeSource,null	Shoes, Sandals & Boots	Coasters Zipper Low children's sneakers		Choking	
CPSC	98130	1998-06-23	http://www.cpsc.gov/en/Recalls/1998/CPSC-Rite-Aid-Corp-Announce-Recall-of-Butane-Gas-Lighters/	Rite Aid,null	Lighters	Rite Aid Super multi-purpose refillable butane gas lighters		Fire & Fire-Related Burn	
CPSC	98128	1998-06-18	http://www.cpsc.gov/en/Recalls/1998/CPSC-Urges-Search-for-Previously-Recalled-Portable-Cribs-and-Play-Yards/	Kolcraft,null,null,null,null	Playpens/Play yards	Draco All Our Kids portable cribs/play yards,null,null,null,null,null,null,null		Collapse	
CPSC	98127	1998-06-16	http://www.cpsc.gov/en/Recalls/1998/CPSC-Durapro-Systems-Announce-Recall-of-Scuba-Buoyancy-Compensator-Devices-BCDs/	Durapro Systems	Scuba Diving/Water Activity Equipment	Durapro Stratus scuba buoyancy compensator devices (BCDs),null,null,null,null		Drowning	
CPSC	98125	1998-06-11	http://www.cpsc.gov/en/Recalls/1998/CPSC-and-Safety-1st-Announce-Recall-to-Replace-Bouncing-Buggy-Toys/	Safety 1st	Baby Walkers/Stationary Entertainers	Bouncing Buggies plastic rocking car toys		Choking	
CPSC	98122	1998-06-08	http://www.cpsc.gov/en/Recalls/1998/CPSC-KB-ToysTM-Announce-Recall-of-Bubble-BeautiesTM-Floating-Balls/	KB Toys,null	Toy Miscellaneous	Bubble Beauties floating ball toys		Internal Injury	
CPSC	98120	1998-06-03	http://www.cpsc.gov/en/Recalls/1998/CPSC-GapKids-Announce-Voluntary-Recall-of-Kids-Anoraks/	GapKids	Clothing (Children)	GapKids spring/summer anoraks windbreakers		Poisoning	
CPSC	98119	1998-06-03	http://www.cpsc.gov/en/Recalls/1998/CPSC-RJS-Inc-Announce-the-Recall-of-Ralph-Lauren-Thoroughbred-Candles/	RJS,null,null,null,null	Candles & Candle Holders	Ralph Lauren Thoroughbred Candles		Fire & Fire-Related Burn	
CPSC	98117	1998-06-02	http://www.cpsc.gov/en/Recalls/1998/CPSC-Electronic-Resources-Ltd-Announce-Recall-of-Power-Strip-Surge-Protectors/	Electronic Resources	Surge Protectors	Electronic Resources power strip surge protectors		Electrocution/Electric Shock	
CPSC	98118	1998-06-02	http://www.cpsc.gov/en/Recalls/1998/CPSC-Oscar-Mayer-Announce-Recall-to-Replace-Decals-on-Pedal-Cars-Because-of-Lead-Hazard/	Oscar Mayer	Toy Ride-on	Oscar Mayer Wienermobile pedal cars		Poisoning	
CPSC	98116	1998-05-22	http://www.cpsc.gov/en/Recalls/1998/CPSC-Conros-Corp-Announce-Recall-of-Fuel-Canisters-for-Outdoor-Bamboo-Torches-/	Conros,null	Torches	Summer Lights outdoor bamboo torch fuel canisters		Fire & Fire-Related Burn	
CPSC	98114	1998-05-21	http://www.cpsc.gov/en/Recalls/1998/CPSC-SC-Johnson-Announce-Recall-of-Gel-Candles-from-Glade-/	SC Johnson,null	Candles & Candle Holders	Glade Gel Candles		Fire & Fire-Related Burn	
CPSC	98112	1998-05-19	http://www.cpsc.gov/en/Recalls/1998/CPSC-Performance-Inc-Announce-Recall-of-Campus-Bicycle-Pedals/	Performance	Bicycles & Accessories	Performance Campus bicycle pedals		Vehicle Accident	
CPSC	98111	1998-05-18	http://www.cpsc.gov/en/Recalls/1998/CPSC-Payless-ShoeSource-Announce-Recall-of-Childs-Novelty-Purses/	Payless ShoeSource	Purses	Payless ShoeSource novelty purses		Poisoning	
CPSC	98110	1998-05-14	http://www.cpsc.gov/en/Recalls/1998/CPSC-SRAM-Corp-Announce-Recall-of-Bicycle-Chains/	Sram,null	Bicycles & Accessories	Sachs Specialized Ground Control bicycle chains,null,null,null		Fall	
CPSC	98108	1998-05-13	http://www.cpsc.gov/en/Recalls/1998/CPSC-Castrol-North-America-Inc-Announce-Recall-of-Super-Clean-Aerosol-Foam/	Castrol North America,null,null,null,null,null,null,null,null,null	Automotive Products,null	Castrol Super Clean aerosol foam		Poisoning	
CPSC	98107	1998-05-11	http://www.cpsc.gov/en/Recalls/1998/CPSC-Weil-McLain-Announce-Recall-to-Repair-Gas-Boilers/	White-Rodgers,null	Boilers & Accessories	Weil-McLain Gold GV gas boilers		Poisoning	
CPSC	98106	1998-05-07	http://www.cpsc.gov/en/Recalls/1998/CPSC-Arbys-Announce-Recall-of-Toy-Saxophones/	Arby's	Toy Musical Instruments	Arby's Adventure Meals Musical Notes toy saxophones		Choking	
CPSC	98105	1998-05-06	http://www.cpsc.gov/en/Recalls/1998/CPSC-Amscan-Inc-Announce-Recall-of-Floral-Candles/	Amscan	Candles & Candle Holders	Amscan floral candles		Burn - Not Fire-Related	
CPSC	98104	1998-05-04	http://www.cpsc.gov/en/Recalls/1998/CPSC-and-Keanall-Products-Inc-Announce-Recall-of-Deluxe-Grill-Rocks/	CharmBrik & Stone,null,null,null	Grills, Smokers & Accessories	CharmBrik & Stone Deluxe Grill Rocks		Fire & Fire-Related Burn	
CPSC	98103	1998-05-04	http://www.cpsc.gov/en/Recalls/1998/CPSC-Conair-Corp-and-Sears-Roebuck-and-Co-Announce-Recall-of-Back-Massage-Cushions-/	Conair,null,null	Massagers	Sears Health Essentials Back Massaging System with Heat		Burn - Not Fire-Related	
CPSC	98102	1998-04-28	http://www.cpsc.gov/en/Recalls/1998/CPSC-and-Sanrio-Inc-Announce-Recall-of-Mascot-Plushes-Animal-Toys-/	Sanrio	Toy Animals Stuffed/Not Stuffed	Sanrio Mascot Plushes stuffed animal toys		Aspiration	
CPSC	98100	1998-04-27	http://www.cpsc.gov/en/Recalls/1998/CPSC-Schutt-Manufacturing-Co-Announce-Recall-of-Baseball-and-Softball-Training-Aids/	Hollywood Bases,null,null	Baseball/Softball Accessories	Softball Striker batting aids,null		Laceration	
CPSC	98099	1998-04-27	http://www.cpsc.gov/en/Recalls/1998/CPSC-RandRoss-Bicycle-Co-Announce-Recall-to-Repair-Mountain-Bikes-/	Price Costco,null,null,null,null	Bicycles & Accessories	Rock Machine 2600 mountain bikes,null,null,null		Fall	
CPSC	98096	1998-04-15	http://www.cpsc.gov/en/Recalls/1998/CPSC-General-Electric-Co-Announce-Recall-of-Outlet-Converters/	General Electric	Converters	GE Heavy-Duty Grounding Triple Taps outlet converters/current taps		Electrocution/Electric Shock	
CPSC	98094	1998-04-09	http://www.cpsc.gov/en/Recalls/1998/CPSC-ERA-Intermarketing-Co-Inc-Announce-Recall-of-Disposable-Lighters/	ERA Intermarketing,null	Lighters	Elite-2 disposable cigarette lighters		Fire & Fire-Related Burn	
CPSC	98091	1998-04-08	http://www.cpsc.gov/en/Recalls/1998/CPSC-Honeywell-Announce-Recall-of-Heaters-and-Humidifiers/	Duracraft,null,null	Humidifiers,null	DeLonghi portable electric ceramic heaters,null,null,null		Fire & Fire-Related Burn	
CPSC	98090	1998-04-08	http://www.cpsc.gov/en/Recalls/1998/CPSC-Gerry-Baby-Products-Announce-Recall-to-Repair-Baby-Monitors/	Gerry,null	Baby Monitors	Clear Choice rechargeable baby monitors		Fire & Fire-Related Burn	
CPSC	98092	1998-04-08	http://www.cpsc.gov/en/Recalls/1998/CPSC-Atico-International-Announce-Recall-of-Eyeball-and-Smiley-Face-Floating-Balls/	Arbor Drug,null,null,null,null,null	Toy Balls,null	Smiley Face Floating Ball toys,null		Choking	
CPSC	98093	1998-04-08	http://www.cpsc.gov/en/Recalls/1998/CPSC-Warner-Bros-Stores-Announce-Recall-of-Tweety-Key-Rings/	Warner Bros. Studio	Key Rings/Chains	Tweety Water Timer Game Key Rings		Poisoning	
CPSC	98089	1998-03-31	http://www.cpsc.gov/en/Recalls/1998/CPSC-Norco-Products-USA-Announce-Recall-of-Bike-Passenger-Trailers/	Norco	Bicycles & Accessories	Bike Mate Trailer bike passenger trailers,null,null,null,null		Fall	
CPSC	98088	1998-03-27	http://www.cpsc.gov/en/Recalls/1998/CPSC-Midway-Arms-Announce-Recall-of-Tumblers/	Past,null	Gun Accessories	Midway Arms Tumbler gun cartridge casing cleaners		Fire & Fire-Related Burn	
CPSC	98085	1998-03-23	http://www.cpsc.gov/en/Recalls/1998/CPSC-and-Sunbeam-Products-Inc-Announce-Recall-of-Gas-Grills-With-Side-Burners/	Bradlees,null,null,null,null,null	Grills, Smokers & Accessories	Grillmaster gas grills with side burners		Fire & Fire-Related Burn	
CPSC	98086	1998-03-23	http://www.cpsc.gov/en/Recalls/1998/CPSC-Chandur-Hasso-Inc-Announce-Recall-of-Foreign-Travel-Electric-Converters/	Chandur Hasso,null	Converters	Somito foreign travel electric converters		Burn - Not Fire-Related	
CPSC	98082	1998-03-18	http://www.cpsc.gov/en/Recalls/1998/CPSC-and-Ryobi-America-Corp-Announce-Recall-of-Detail-Sanders/	Ryobi,null,null	Sanders/Grinders & Accessories	Ryobi detail sanders,null		Fire & Fire-Related Burn	
CPSC	98081	1998-03-17	http://www.cpsc.gov/en/Recalls/1998/CPSC-American-Presto-Corp-Announce-Recall-of-Soldering-Guns/	Northern Hydraulic,null,null	Soldering Guns/Irons	Wisdom soldering guns		Electrocution/Electric Shock	
CPSC	98081	1998-03-17	http://www.cpsc.gov/en/Recalls/1998/CPSC-American-Presto-Corp-Announce-Recall-of-Soldering-Guns/	Northern Hydraulic,null,null	Soldering Guns/Irons	Wisdom soldering guns		Electrocution/Electric Shock	
CPSC	98080	1998-03-12	http://www.cpsc.gov/en/Recalls/1998/CPSC-Misty-Mountain-Threadworks-Inc-Announce-Recall-of-Climbing-Harness/	Misty Mountain Threadworks	Climbing Equipment	Misty Mountain Threadworks climbing harnesses		Fall	
CPSC	98079	1998-03-12	http://www.cpsc.gov/en/Recalls/1998/CPSC-GT-Bicycles-Announce-Recall-of-Bicycle-Frames/	GT Bicycles	Bicycles & Accessories	GT Speed Series bicycle frames,null,null,null,null,null		Fall	
CPSC	98078	1998-03-11	http://www.cpsc.gov/en/Recalls/1998/CPSC-JB-Research-Inc-Announce-Recall-of-Back-Massagers/	NordicTrack,null,null,null,null,null	Massagers	Relaxor Deep Knead Shiatsu back massagers		Fire & Fire-Related Burn	
CPSC	98076	1998-03-05	http://www.cpsc.gov/en/Recalls/1998/NHTSA-CPSC-Announce-Recall-of-Evenflo-On-My-Way-Infant-Car-SeatsCarriers/	On My Way,null	Infant Carriers/Slings/Backpacks/Car Seats	Evenflo On My Way infant car seats/carriers		Fall	
CPSC	98074	1998-03-02	http://www.cpsc.gov/en/Recalls/1998/CPSC-Fisher-Price-Announce-Recall-of-Infant-Toys/	Fisher-Price	Toy Infants/Cribs/Strollers	Fisher-Price Magic Motion Mobile crib mobiles,null		Choking	
CPSC	98073	1998-02-24	http://www.cpsc.gov/en/Recalls/1998/CPSC-Goodman-Announce-Recall-to-Replace-HTPV-Pipes/	Goodman		Goodman mid-efficiency gas furnace high-temperature plastic vent HTPV pipes		Poisoning	
CPSC	98072	1998-02-24	http://www.cpsc.gov/en/Recalls/1998/CPSC-Manufacturers-Announce-Recall-Program-to-Replace-Vent-Pipes-on-Home-Heating-Systems/	Armstrong Air Conditioning,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null	Vent Pipes	Ducane high-temperature plastic vent (HTPV) pipes,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null		Poisoning	
CPSC	98071	1998-02-24	http://www.cpsc.gov/en/Recalls/1998/CPSC-The-First-Years-Announce-Recall-to-Repair-High-Chair-Gym-Toys/	First Years	Toy Infants/Cribs/Strollers	First Years High Chair Gym toys		Choking	
CPSC	98069	1998-02-18	http://www.cpsc.gov/en/Recalls/1998/CPSC-Power-Cord--Cable-Corp-Announce-Recall-of-Outlet-Converters/	Power Cord & Cable	Converters	Power Cord & Cable outlet converters		Fire & Fire-Related Burn	
CPSC	98070	1998-02-18	http://www.cpsc.gov/en/Recalls/1998/CPSC-Star-Bros-Inc-and-Almacenes-Pitusa-Inc-Announce-Recall-of-Christmas-Lights/	Star Brothers,null,null,null	Lights (Seasonal)	Noel Liberty Bell Christmas light sets,null		Fire & Fire-Related Burn	
CPSC	98066	1998-02-12	http://www.cpsc.gov/en/Recalls/1998/CPSC-Appliance-Corp-of-America-Announce-Recall-of-Ovens/	Daysun,null,null	Toasters/Toaster Ovens,null	Welbilt toaster ovens,null		Electrocution/Electric Shock	
CPSC	98065	1998-02-10	http://www.cpsc.gov/en/Recalls/1998/CPSC-Babys-Dream-Furniture-Announce-Recall-to-Repair-Cribs/	Baby's Dream Furniture,null	Cribs	Generation oak cribs		Entrapment	
CPSC	98061	1998-02-04	http://www.cpsc.gov/en/Recalls/1998/CPSC-Gymboree-Corp-Announce-Recall-of-Toy-Wooden-Trains/	Gymboree	Toy Trains	Gymboree toy wooden trains		Choking	
CPSC	98060	1998-01-29	http://www.cpsc.gov/en/Recalls/1998/CPSC-Effanbee-Doll-Company-Announce-Recall-of-Miniature-Rocking-Chairs/	JC Penney,null	Toy Dolls & Accessories,null	Wee Patsy Travel Set miniature rocking chairs		Poisoning	
CPSC	98058	1998-01-27	http://www.cpsc.gov/en/Recalls/1998/CPSC-Nancy-Sales-Co-Inc-Announce-Recall-of-Bean-Bag-Crab-Toys/	Nancy Sales,null	Toy Animals Stuffed/Not Stuffed	Nanco Rock Crab bean bag crab toys		Aspiration	
CPSC	98055	1998-01-12	http://www.cpsc.gov/en/Recalls/1998/CPSC-Step-2-Announce-Recall-of-Toy-Chests-for-In-Home-Repair/	Toys R Us,null,null	Toy Chests/Trunks	Step 2 Big Storage Chests		Entrapment	
CPSC	98053	1998-01-06	http://www.cpsc.gov/en/Recalls/1998/CPSC-Riteway-Products-Announce-Recall-of-Bicycle-Trailers/	Riteway Products,null	Bicycles & Accessories	Cycle Design Tag-A-Long bicycle trailers		Vehicle Accident	
CPSC	98052	1998-01-05	http://www.cpsc.gov/en/Recalls/1998/CPSC-Hedstrom-Announce-Recall-of-Glide-Rides/	Kmart,null,null,null,null	Swing Sets	Hedstrom backyard gym set Glide Rides		Fall	
CPSC	98050	1998-01-05	http://www.cpsc.gov/en/Recalls/1998/CPSC-Hardwick-Knitted-Fabrics-Inc-Announce-Recall-of-Fleece-Garments-/	Hardwick Knitted Fabrics,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null	Clothing (Adults),null	Cypress Ladies' fleece Robes,null,null,null,null,null,null,null,null,null,null,null		Fire & Fire-Related Burn	
CPSC	98051	1998-01-05	http://www.cpsc.gov/en/Recalls/1998/CPSC-Meyer-Corp-Announce-Recall-of-Circulon-Whisks/	Meyer,null	Mixers/Whisks	Circulon Whisks		Choking	
CPSC	98049	1997-12-24	http://www.cpsc.gov/en/Recalls/1998/CPSC-Toys-R-Us-Announce-Recall-of-Childrens-Soap-Craft-Set/	Alex,null	Arts & Crafts	Arts & Crafts by Alex Baskets of Bubbles children's craft sets	731346007070	Fire & Fire-Related Burn	
CPSC	98048	1997-12-19	http://www.cpsc.gov/en/Recalls/1998/CPSC-Graco-Announce-Recall-to-Repair-Carriers-and-CarrierSwing-Seats/	Graco,null,null	Swings (Baby/Cradle),null	Graco carrier/swing seats,null		Fall	
CPSC	98047	1997-12-18	http://www.cpsc.gov/en/Recalls/1998/CPSC-BB-Stores-Announce-Recall-of-Mesh-Sided-Cribs/	B&B,null	Cribs	B&B mesh-sided cribs		Suffocation	
